Id,Word
7805,introducing
17165,mapped
2365,piece
2270,funding
139028,crl
1698,subject
57362,representational
1084,beginning
41290,incoherent
1362,straight
9094,oracle
6319,98
47304,perceptual
4252,posts
9455,duration
21778,real-time
3025,benchmark
50818,hierarchies
5940,sophisticated
39293,pronoun
142654,regularities
50493,stereotyped
1900,increasing
90016,invocations
12961,oz
12662,facial
6832,horn
3704,arrive
2896,values
8826,relied
101357,dialogs
2103,agents
4641,regard
4740,superior
5706,measured
2387,determine
15125,feasible
15223,swedes
2997,respectively
89896,lookup
31558,gracefully
4073,roots
41295,schema
12128,interchange
5278,reasonable
5707,sequence
45162,slm
22383,estimating
14223,extracted
16109,informing
13845,simpler
17428,coherent
15,was
12548,employing
5514,sprint
103770,mle
5487,exists
245396,pre-processing
202,court
48513,inflection
96901,csg
4363,conversation
18657,mu
38708,satisfactorily
494,different
79607,porting
14210,fielded
4736,element
4897,conventional
1247,reason
70680,plausibility
6893,accessible
77190,referential
5275,closest
296254,cross-validation
242439,generalizable
1649,writing
5604,careful
943,present
2453,speaker
14827,permitting
12902,contributes
48587,toolkit
5839,removal
1851,standards
2834,serves
318370,k-means
2537,acts
100712,unproved
159297,lexically
19434,facilitated
304601,recognizer
12853,mutually
89264,wsj
19405,devise
19114,adopts
541,seen
170,another
34480,coherence
114891,ntpc
6400,automatically
23706,chronological
17118,denotes
1067,rule
73298,generality
9182,mechanisms
12105,dilemma
4413,overcome
41935,real-world
6860,continuous
12468,compares
3468,scenes
58997,pruned
8434,tactical
22429,connectivity
23985,corrective
7075,inevitable
3872,packed
12054,strengths
4422,obtain
254222,theorising
2861,recognized
812,2002
14888,bilingual
8488,segments
3431,deliver
8588,determining
1689,quite
325284,dependency-based
2438,1984
20820,compose
2816,trees
294520,multi-page
9021,correction
81524,sensu
4852,sections
2313,stated
1632,female
20370,diagram
1680,reduce
34496,integrates
4655,essentially
6283,topic
139418,pragmatics
130,any
7879,flexible
72658,extensible
3788,constructed
19631,indicative
384159,disambiguated
2368,learn
11799,correspondence
3828,extreme
13087,spaniards
43,will
19291,implicit
437,side
1413,greater
73373,rightward
5966,answered
1820,45
581,future
17874,correspond
61233,customizable
2763,delivery
100,so
220108,mark-up
60001,nist
558,100
4095,requested
3679,requirements
91657,transducers
34642,specificity
24043,graphical
29,an
384,record
6573,cubic
2143,attacked
14530,phenomena
328980,psycholinguistic
49145,minimizes
5198,collect
11911,salesman
6119,il
12838,parameters
12762,variables
63842,empirically
57407,nlp
982,written
32916,concise
909,products
6303,draws
14280,nominal
1008,track
79207,bidirectional
7578,rejects
2175,possibility
3046,mutual
3313,contrast
20844,dom
143953,np-hard
848,failed
346046,memory-based
16841,edit
414,might
7554,accords
9,'s
1503,units
120346,atis
102297,laplacian
28251,impediment
2345,lies
11501,incorporate
7880,thereby
91,only
10886,byron
13186,synthesis
27816,correctness
1375,recorded
165144,viterbi
2815,academic
55594,communicative
126749,factoid
1045,success
7043,valid
2433,contains
6565,bulgarian
21475,wi
15231,inc
2283,surface
12675,flavors
36048,omissions
1224,standard
212,however
13338,clue
227989,entailment
125,such
287,expected
31871,intuition
716,project
339808,maxent
1120,matter
3419,suggest
343926,polysemy
13896,geared
42283,connective
7163,palmer
1492,lack
4522,copy
1046,changes
7047,architectural
415,free
36782,condensation
19022,enhancement
8703,exploring
334393,deictic
883,performance
10227,probability
1080,rules
4778,authors
9715,detection
920,independent
13940,specifications
7584,aiming
227021,speed-up
2518,feeling
16633,complementary
7658,influences
30507,ie
614,san
1547,claim
21702,customized
5538,acquire
112878,outperforms
283674,nthu
7266,serial
84019,84.6
2048,advance
19701,pertaining
1473,journal
4024,investigations
58508,ascribe
2829,text
19111,quantitative
738,why
4351,aims
115871,speedup
4720,recall
19366,referenced
54378,annotations
11814,variants
7759,elimination
6548,developers
53940,illustrative
16757,similarity
287979,german-english
14310,determines
13844,processors
8693,understands
36664,denoting
25247,18.6
26602,utilizes
1584,largely
35931,visualization
15983,disregard
19186,assign
3417,composed
41641,nomad
5682,forecasts
3846,density
2397,transfer
2469,dialogue
182887,character-based
5062,attractive
11541,embedded
11538,present-day
9243,consist
6417,reflecting
18899,overlapping
95647,reproducible
1218,activities
9888,commands
271571,medium-length
351385,logic-based
4813,equipped
5603,printed
447,building
40795,lexical
2279,demands
2177,determined
15452,finely
10321,dictionary
23718,suppressing
3686,traveling
157856,mrd
14835,databases
14612,identifies
5611,~
6131,distinct
122901,adjacency
3860,chip
2700,models
3974,investigate
10621,lang
35275,pooling
1078,longer
682,live
20644,unify
10560,proposing
25804,abstraction
87789,unconstrained
260,does
1182,measures
5110,audio
3355,factors
38957,aggregation
11231,prediction
17,with
25034,accessing
4776,subjects
18713,mesh
1376,terrorist
88,do
47599,recursive
6551,additionally
2619,asking
6813,damaging
160337,logon
98258,capitalizes
3346,meets
1098,caused
4441,solve
69266,usefully
1062,version
1566,avoid
4243,files
35,were
3328,stable
40963,templates
3438,las
48039,judicious
11431,attributes
137108,machine-readable
44167,pints
11703,frames
673,lower
2987,statements
43003,assembles
562,strong
411,already
5506,displayed
96242,configurable
424,control
2991,37
46371,14.0
990,forward
15162,attribute
3692,selection
32311,reversible
31534,fonts
858,especially
28197,substituting
518,having
101283,attentional
1238,candidate
244435,case-based
15320,attachment
12342,consistency
10853,grouping
11375,deaf
39917,suitably
90951,conjunctions
8957,and/or
2654,tree
13931,adjoining
7337,observation
658,post
10756,al.
2672,discussed
54069,linguistically
82898,morphemes
5595,restricted
4781,raw
22904,implicitly
3721,regarded
917,various
23008,translators
25009,nouns
2964,maximum
314936,reappraising
5943,experiment
28123,computed
5251,perspective
1791,fair
4466,describe
2165,variety
17662,secondly
2036,opposed
6288,belong
96836,functionalities
232,2
6102,160
3434,publication
26662,embodies
372,far
26167,breakdowns
14427,naive
5382,difficulty
4699,useful
338,least
13730,nearing
394,plan
219,good
19049,projecting
29414,sequential
4922,relationships
2105,meant
26032,semantic
7038,vary
7677,furthermore
114458,tractable
1321,numbers
2415,allows
6553,lesser
34401,insightful
98694,spg
13818,spanning
8967,limitations
10116,continuation
80839,rejoinder
48543,head-to-head
916,construction
3183,abandoned
3603,intense
94,could
6937,illustrated
13294,irrelevant
3203,ongoing
4620,warren
2346,expansion
2380,marked
6419,magnitude
6541,compiled
1906,understand
1348,seems
324,20
834,considered
2771,worse
4135,purposes
5516,component
12129,coordinates
4743,definition
690,always
4677,complicated
8585,proposition
1304,material
1383,holding
4447,fundamental
14970,lateral
9025,obtaining
180,used
239,official
7306,compact
9737,relies
11778,analyze
10611,4.4
46728,slipper
225834,89.75
395,financial
8060,input
303,want
1843,islands
4935,tool
2072,volume
20840,threads
38212,learner
966,spent
231,bank
7923,exceeded
1236,carried
25369,elastic
2939,portion
889,means
169112,provably
14622,definitions
1811,towards
23400,polynomial
24153,leeway
7255,highlight
4046,detailed
3372,guide
1923,presented
6177,motivated
10001,owing
1153,response
7488,reveals
16763,unpleasant
3054,increases
3758,string
861,common
217,–
618,production
2352,administrative
39144,annotated
7122,conferences
830,legal
228,six
50775,87.5
10448,presumed
156100,three-tiered
22140,implements
35385,underpinning
3000,challenges
6959,strictly
16173,remedies
842,aid
934,comes
144093,svm
14406,proprietary
37619,predictive
32529,obtains
2633,unlike
15224,verb
3598,improvement
283002,deterministically
2325,400
66926,annotation
6829,poorly
5679,exploration
1075,needs
138,off
22476,cohesion
30816,indexing
7650,emotions
20185,characterize
11423,dividing
50,new
28702,matrices
674,list
6258,responding
5467,reflects
9984,readily
8017,contents
116,made
664,job
27956,implementations
18105,vowel
8888,insufficient
1658,appears
13582,f1
19928,linguistics
1476,address
180816,unl
32991,high-quality
30909,hypotheses
7164,symbolic
102683,theoretic
4691,searching
18209,informally
788,training
15909,exploiting
5,and
8194,clause
119,did
712,result
7526,entity
6006,contributing
853,fact
1899,failure
5530,somewhere
28383,cascades
2803,changing
90519,extractive
1994,meetings
2178,onto
6331,mechanical
1977,advanced
16312,tuning
3042,mentioned
7044,connecting
7065,span
83744,fine-grained
9563,optical
4490,facts
1264,phone
10483,promotes
144,including
17277,unrestricted
5865,evolution
1312,1991
124714,discriminative
584,2008
75444,unmodified
2786,expand
2381,statistics
17284,clauses
1747,strategy
25654,predictably
1652,decade
5410,charts
36795,deriving
28842,dependents
14868,retrieved
16631,large-scale
1586,developing
12938,satisfactory
6572,excess
16784,unmarked
3852,noting
514,german
14021,additions
3344,controls
4775,readers
29764,ir
51536,eliciting
4716,unfortunately
132486,ungrammatical
134828,optimizes
155885,crf
146,international
4929,greatly
2827,prove
779,available
6694,wishes
1815,documents
74466,soames
42873,skips
157026,post-processing
48262,reflexive
10793,supervised
75726,transcribing
273824,cder
227936,connectionist
14,is
5336,requiring
10266,keyboard
46844,structuring
13023,combinations
13471,phrases
1465,read
58595,dfa
2685,1982
18169,contrasted
172788,guis
10943,virtue
1720,collection
320418,categorial
45636,isomorphic
369531,hbg
201577,summarization
984,established
17760,algorithms
1601,winter
5000,technique
6526,thoughts
7663,compilation
29298,multiplication
6758,oriented
675,built
200,according
3757,narrow
21822,simulate
119796,syntactically
3976,messages
341,past
96,most
4609,triggered
17480,favorably
14093,interpret
26448,decomposition
523,story
4281,assist
849,network
734,organization
534,board
1009,programs
34997,misspelled
70251,top-ranked
3790,humans
7364,mature
2361,fly
72407,morphologically
929,original
102,what
1807,supported
3769,covering
3294,assigned
797,running
134454,bikel
14222,biased
493,media
86,can
10412,abduction
2944,laid
1428,previously
301,men
84183,88.2
42052,ims
29754,emails
155,those
6506,characterized
127235,hierarchically
323,central
3169,fewer
147558,prosodic
2137,agree
125479,parsers
57724,demonstrative
10578,listeners
57221,robustness
67856,94.3
9876,multimedia
13401,chunk
4400,puts
9854,revision
6287,phrase
9228,enhancing
31916,interruptions
212160,co-occur
71803,bayes
365594,english-french
7090,achieving
4908,relevant
37,this
16463,cue
2440,scientific
40281,checker
3858,architecture
41922,leveraging
621,face
69790,lr
143051,hand-crafted
1958,conducted
1879,follows
19873,pereira
2833,grade
2668,tie
1463,proposal
224048,dcg
90088,misspellings
1208,questions
19499,utilizing
133771,taggers
12947,colon
4663,carries
7536,gesture
98,against
2037,effective
30422,transcribed
66930,catalyze
1027,rise
6815,transformed
504,despite
638,key
8478,excluded
5434,integrated
912,stage
1627,hot
13300,adhere
37124,punctuation
8906,axis
331264,morphosyntactic
2534,supporting
244,among
359,every
11637,enlargement
1181,eventually
1798,tests
22239,foresee
17941,nodes
13551,translates
2174,strength
5134,elaborate
3874,programming
2680,corporation
2176,materials
7667,justify
1599,telephone
11876,framed
8030,avoiding
24424,expletive
7404,skill
11286,module
2185,reading
12979,moderately
4601,realized
6178,placing
1273,estimated
1477,operating
13685,generates
4814,protein
233791,wsd
25668,restarting
6021,unidentified
10492,probable
10388,proposes
9361,restrict
958,events
644,eu
3442,briefly
44853,lemma
15849,simplicity
51780,first-order
3369,targeted
72226,mismatches
5978,registration
283797,60.62
699,middle
6398,frequency
10098,verify
1714,degree
24238,approximation
4223,realize
47821,asl
2542,interested
1623,concerned
2308,fields
24829,basing
104988,usr
9813,precision
4307,recover
1957,via
3352,yield
2016,controlled
728,test
103641,concatenation
103768,cognitively
12293,defends
17617,wikipedia
17008,formulated
356813,cross-linguistically
9150,tendency
4398,obvious
23075,reconciled
23817,browsing
216436,combinatory
11066,environments
22392,typing
2818,path
189435,interpolate
1041,increased
905,class
6685,priorities
16236,backwards
19217,biomedical
5106,forming
715,goal
4514,jiang
9053,logistics
7175,adaptation
14449,bracket
4030,stages
25071,polarization
18525,clarification
2157,reduced
1674,mainly
44747,corroborate
5067,wider
2993,unlikely
40580,architectures
5414,attendance
2892,crucial
317,too
902,majority
63,there
820,newspaper
553,yet
20489,simplify
93298,synonymy
5748,96
3216,pool
6684,identical
63180,handcrafted
200550,phonograms
1662,sun
196525,outputting
26034,specifies
3563,monitoring
11488,thesis
2478,moves
108773,well-written
1031,italian
10296,processed
41,i
15422,bind
1748,1989
47019,evidences
5811,permitted
72346,vice-versa
3952,correct
11178,unstable
206470,nominals
726,hospital
162063,biasing
41810,deduced
5982,speakers
481,important
1481,simply
15527,insights
2823,[
6582,combine
647,likely
1471,discuss
53803,applicability
5203,basically
3222,patient
92544,fsm
85024,ellipsis
955,created
2198,knows
1019,chance
2724,formal
23137,substrate
3063,images
1737,draft
4390,biological
8264,6.5
845,brought
10727,friedman
17219,notation
21186,specifying
7284,realistic
17045,deduction
13070,nec
591,almost
8966,shallow
7588,ace
64661,idiosyncrasies
51308,encyclopedias
69640,propositional
305,case
350,earlier
121,national
1673,easy
53141,schematic
79091,multi-level
38916,conversational
14926,constructing
30571,comprehension
3008,choose
13359,mediate
2432,write
72541,computes
1386,required
9105,acquiring
77212,deductive
557,special
7120,evolved
5258,restoration
9838,verbal
31741,illuminating
10673,recognizing
5241,objective
2846,grown
189,should
93436,priors
59586,augmenting
13017,stresses
2613,polish
36855,inescapable
51294,tacitus
560,interest
5320,graphic
992,poor
146199,inferential
3891,associate
2708,extremely
35355,relational
9818,predictions
5999,investigated
259857,event-based
116999,ofthe
11098,defines
1554,type
41349,deviations
4582,observed
35360,bottleneck
40099,methodologies
56570,hypertext
33508,montague
7051,associations
2375,check
764,gold
1521,basis
1161,&
4345,excellent
4251,prospect
11598,neglected
28774,learners
135546,xml-based
7641,blog
2338,improved
10415,scenic
35472,readable
3647,distributed
979,described
968,effort
549,full
2049,slow
70199,dataset
9480,projections
3531,compensation
159,make
110,while
5507,assume
236,each
1251,1993
387147,lambek
342,de
22656,negligible
34636,low-cost
5542,i.e.
8336,closes
4118,reflect
37222,classifies
16460,slavic
228285,stereotypic
1650,appear
1071,sometimes
1210,create
2634,researchers
522,services
28564,foundered
72438,adverbs
79,time
3171,performances
816,tv
50013,sequentially
196212,hlt
14939,mandarin
4735,depth
27858,constraint
24643,assigning
6326,predict
23058,syntax
3720,essential
4956,lyrics
246,times
8671,unnecessary
1280,pass
11965,feedback
2240,vs.
18245,avoids
2150,digital
7476,namely
374596,genre-specific
2210,edge
5753,organizing
124074,interactively
11338,speeding
773,instead
22743,thematic
2413,forms
3036,circuit
8624,metric
143933,rule-based
34035,arcs
986,associated
7419,platforms
1716,watch
652,8
45527,aggregates
2399,argued
6992,manual
770,event
1115,whole
8603,su
36,not
19706,detecting
1216,victims
688,sent
729,hong
11121,retaining
4602,detail
72864,synthesizing
318,al
757,care
1293,speech
88235,segmental
167145,lfg
2199,speak
9423,fourteen
3596,successfully
1405,additional
9404,expectation
1540,resources
30063,inference
4910,questioning
13179,isolate
21208,temporal
1148,systems
2446,revealed
4752,spots
1472,perhaps
10950,dash
1746,nature
807,fall
2336,existing
234,use
357,small
2831,primarily
600,together
1015,wall
4916,mistakes
438,seven
9009,accuracy
8445,concepts
118362,addressee
1436,placed
154502,parametrized
6792,basque
11666,assessed
3166,1.5
60586,fillers
172,news
3174,teaching
79431,conglomeration
1594,bit
1392,candidates
2344,decisions
24713,indexed
4358,difficulties
32461,causal
1227,giving
13544,linguistic
751,done
1374,words
374,statement
117,like
55413,exemplify
1416,status
5237,understood
2350,medicine
2066,providing
4036,confirm
15582,planner
54408,face-to-face
46164,analysing
12987,explanations
3354,roles
9734,poses
177424,negations
48886,automate
2873,display
1422,debate
1023,adding
1310,concern
73889,overheads
8127,differently
3523,false
16377,elaborating
3252,restrictions
6249,conversion
942,beijing
1054,believed
69393,second-order
3816,competing
33816,redundancy
1823,directly
22073,horizons
4022,rarely
53962,incrementally
69883,parser
5640,discussing
55231,inferences
22667,locating
22054,exhaustive
85950,mappings
3494,tested
21566,kernel
36259,reconstructing
1587,approach
2007,basic
14844,noisy
5928,demonstrate
15230,algebra
51660,converges
133617,roget
152,high
27729,parc
13009,genres
921,kind
24806,underline
3464,map
422,5
3940,seeded
7946,distinctive
1411,levels
5416,severely
153,part
13464,scripts
31678,interplay
6545,focuses
13176,restriction
139439,derivational
4596,utility
10738,repeating
48282,phonological
9321,variation
22910,filtered
2720,ideas
6898,concentrated
711,english
3485,reduction
21748,prc
10042,distinguish
476,asked
109086,scf
5667,protocol
22356,modular
10294,outline
196,york
9299,occurring
91542,commas
60207,iterative
6290,hub
6683,simultaneously
5361,warrant
3462,entirely
1107,noted
1032,language
16053,behaviors
10,for
4945,maintaining
150,both
1222,=
5723,initiatives
6354,domain
1629,channel
3513,remote
11097,convenient
119373,ctl
659,social
25557,groupings
606,hours
43817,semi-automatic
327010,non-literal
5497,choices
11184,sequences
103240,enumerating
5941,weakness
270,service
1485,alone
11406,demonstrates
2168,answer
142845,protein-protein
1776,smaller
4295,proof
662,look
7628,appealing
1124,conditions
20095,investigates
995,question
27249,centering
184754,formalisms
50557,formalism
1657,ability
9533,arose
2703,filled
10410,processor
617,february
7170,theories
3131,temporary
1058,heart
225535,goal-directed
505,level
1857,fully
8902,desired
32506,taxonomic
6975,directions
1758,larger
2817,networks
11482,expressions
77896,quantifying
191,very
2874,achieve
9947,identities
2967,requires
192026,4gb
86501,86.9
73536,grammatically
114602,off-line
17616,tutor
1100,sign
80227,predicates
15700,indices
20,it
12,that
46697,comma
45261,encodes
1455,1990
397,recent
923,paul
348,french
38520,classifying
1844,initially
247651,re-usable
114,now
302214,rcg
5280,]
12404,linux
9614,stems
12490,6.3
51327,interpolation
10358,concludes
2589,users
40201,randomized
3041,discussions
2189,accounts
24206,spectral
500,working
482,southern
253197,describable
35155,tailoring
9192,likewise
419,information
3248,signal
546,process
2626,express
7896,minimal
106,before
223880,lemmas
559,plans
30047,mil
1996,prior
7986,mps
2166,opinion
67635,multiplicative
19815,redundant
166,house
7221,tables
368632,dags
5080,produces
146934,pagerank
12058,fundamentally
11658,automated
654,things
18863,cas
30197,dictionaries
2246,32
24558,classify
192894,edr
6643,eventual
3290,literature
11377,phases
17837,ch
3139,42
5282,permit
202331,carnegie-mellon
22562,attributable
4404,aspects
4997,attempting
15026,razor
13734,conveyed
6063,enrichment
878,scored
13967,richer
68,other
4349,depending
1446,true
4984,integration
1625,command
29305,elicited
1557,environment
90788,morpheme
1261,effect
2953,phase
2532,reality
14448,presentations
125074,lnr
5399,enable
7814,shifting
21174,calculus
14023,appropriately
3502,rapid
410,lead
7963,comparable
4344,introduction
41236,phonology
3241,method
2769,diego
9071,instances
148551,grs
4711,terminal
3463,investigating
301612,appropriator
22915,polarized
52319,paradigms
66824,exhaustively
1968,d
8450,affects
38081,quadratic
99694,maximally
583,island
21497,evaluations
799,mark
605,hard
50852,imp
3977,manner
13197,treats
2797,compete
1170,web
6083,translation
137831,bootstrapping
99152,otp
756,living
4117,argue
292517,node-based
3472,effectively
4817,sufficient
5528,seeds
6707,tracking
8562,labeled
1519,section
193972,presupposition
10998,preceding
85029,chine
41388,compositional
592,single
25853,extracting
7547,everyday
4671,generated
158,these
40436,introspection
4414,summary
9067,certification
2675,creation
6293,intensive
2109,represented
2086,extended
107425,optimisation
2604,importance
3737,departure
116292,webcasting
1143,travel
15820,extraction
13160,wizard
8414,stark
881,getting
13842,comparative
1092,begin
444,main
55106,grammars
35159,pruning
10867,minimize
1790,develop
5284,shall
23431,extracts
2314,theory
6173,scope
2748,represents
3859,reducing
106942,calibrating
5576,select
1949,orders
478,october
131209,emoticons
3108,profile
10645,incomplete
24303,sl
9559,essay
4637,implement
15532,grouped
1336,complete
2170,task
10770,accumulated
39805,segmented
125913,optimality
5332,considers
1959,image
9630,interface
2511,avenue
3410,g
25597,usefulness
894,personal
21,by
115043,contiguity
1688,complex
8443,computing
27859,cohesive
1907,vehicle
585,2006
54,would
4154,engines
171336,trainable
15648,tags
40225,multilingual
124,under
7290,transformation
253,see
164444,adhoc
1870,discovered
8347,helpful
35310,ferret
2921,expensive
51704,transcriptions
113,because
615,issues
241986,54.55
159926,collocation
3429,bases
10671,possess
128928,annotate
28638,unnatural
2713,treated
21034,filtering
646,gave
727,kong
36942,interprets
6731,structural
5440,root
9662,thorough
39,they
2092,minor
4380,symbol
10292,supplement
7540,grid
14512,exceeds
10232,adapt
23177,proficiency
11443,enables
10009,complexity
10094,fits
18317,excludes
152021,anaphora
40183,smoothing
74985,computationally
32791,piped
27320,successively
4014,zero
7123,97
11515,devised
7761,encountered
244509,conjuncts
547,agreement
1010,1995
71848,lcs
3112,bigger
4341,functions
5289,virtual
2266,marine
243,based
91089,87.2
25380,prevails
10534,exploitation
19579,simplest
2842,understanding
9807,conjunction
61890,visualized
8917,insight
5131,occurs
126,second
10122,harmful
5438,intel
38843,linde
4966,frame
294872,97.24
255,report
1292,online
3373,participants
186785,vsm
1491,newspapers
11825,analyzed
271,children
1605,fast
13911,introduces
1515,beyond
136516,toolkits
7693,failures
51699,eca
1918,broadcast
12130,discovering
885,1998
8300,tends
221,university
9741,exotic
10172,rooted
87731,reordering
873,thing
176772,videodisc
143979,counterexamples
296144,collocations
36720,rm
1713,voice
176425,drt
14234,illustrate
3480,properties
999,attention
5780,surprising
1012,includes
22548,incremental
12573,interval
7572,extends
8882,applies
30,be
101,them
3723,handling
7195,searched
4531,structures
5829,boundaries
33139,channeling
255534,coordinations
58,first
1863,accept
164743,non-overlapping
6003,sum
5213,regardless
4757,promising
230538,denotational
169466,equivalences
4949,"500,000"
21463,converge
67042,deviates
2141,voting
60892,segmentation
166688,text-to-speech
27833,augment
5346,consideration
6152,styles
20335,memos
5096,operators
71452,80.5
897,light
946,1999
49712,decoder
2972,1974
20131,graceful
14323,incorporating
2056,clearly
52051,inflected
5897,dramatically
13560,pragmatic
6931,define
280,support
1194,modern
7028,casting
4061,counterpart
336142,message-passing
2574,testing
3890,converted
433,making
59467,cross-platform
1159,idea
3989,tend
108396,quantifiers
40177,ambiguities
7094,detected
15568,randomly
52970,automaton
286,meeting
95519,grolier
15493,intentional
37751,kernels
11253,predicts
1204,goals
2470,consecutive
26,his
79184,96.6
6924,advocacy
18984,reproduce
2053,captured
5459,comparison
3,of
2151,gains
14783,judgement
9365,solving
6144,strategies
8382,viable
3869,2.5
32855,replete
2719,shared
171349,small-sized
16889,numerical
2443,selected
45452,high-performance
2559,remarks
24725,uniformly
141334,posteriori
17292,xerox
3250,application
949,allow
936,nothing
9724,relying
6016,bulk
5045,adopt
282,play
1140,usually
16573,labeling
44758,dynamically
1034,serious
3428,capable
22617,ensembles
46157,three-way
35685,complicates
36133,inferred
10117,abstract
10634,fitting
5903,reject
3011,1978
12633,simultaneous
18689,conceptual
49788,switchboard
144941,71.0
129,group
5456,satisfied
172777,nitpick
3310,applications
13425,profiles
3663,helps
257,held
2204,divided
44861,discourses
47227,seven-year
71841,ocr
67201,94.1
11797,planners
33709,on-line
34487,communicator
178,military
398051,language-independent
31332,semantics
124645,i.e
1385,regular
52580,dumber
2389,bottom
580,call
13897,imperative
844,management
348433,task-based
1711,produce
37128,mismatch
82,years
3393,dramatic
232889,subtrees
2272,learned
74829,computer-based
79488,reiteration
28976,compute
102507,acyclic
274,/
2555,weight
18809,lt
16570,methodology
1526,remaining
181,much
38,who
4343,66
795,24
5095,equally
16635,ne
1154,developed
243472,cfg
823,hand
61333,dictation
2776,scores
3220,ranking
1507,sound
5900,yields
72055,co-ordinated
14627,basics
15054,numbering
30622,linguists
6667,costly
6789,conversations
117296,pronominal
1266,attempt
22415,javelin
671,problems
327,chinese
1198,provided
294,final
1669,introduced
9457,preference
3599,universal
10310,answering
155252,non-deterministic
250,local
4681,discrimination
3318,trains
28819,validate
19620,formulas
11166,accomplishments
35695,conforms
98638,np-complete
14359,discusses
6723,tasks
54118,alphabets
200628,e.g
22226,mt
8289,varied
391614,cross-domain
7486,intentions
3062,iii
5034,operational
8824,ge
706,clear
6289,presentation
4418,storage
6071,examine
6890,informal
14654,blogs
99906,madcow
96246,10.08
1306,property
82893,cmu
15418,weights
338445,unsegmented
30990,adjectives
6528,trends
11387,laughed
1546,active
3488,format
1006,range
331623,substrings
488,include
1744,editor
42874,9000
44333,keywords
24961,confines
62655,gazetteer
1922,pretty
5871,bearing
1447,originally
14282,conditional
3125,producing
2937,expert
537,workers
2996,apartment
395042,graph-based
839,currently
5172,incorporated
40987,stochastic
261311,re-ordering
63923,noone
21764,eliminates
5040,ourselves
33125,one-time
5908,proven
8069,server
289589,task-oriented
50786,customization
120,just
2009,recovery
4460,longest
8044,directing
1240,highest
50688,completeness
11893,dominating
5035,experiences
7112,expressing
261,own
11453,109
1337,non
66220,obtainable
2146,looks
44128,deviant
5786,extending
2333,difference
3734,proper
121357,two-phase
188,?
619,areas
97934,arpa
3736,developments
216,general
16127,conform
122183,semicolon
3358,discovery
343,half
22322,augmented
793,similar
7918,possibilities
2121,scale
3554,collected
6586,divide
5902,requirement
2684,whatever
6379,edited
70140,35.0
117748,simplifications
141503,agglutinative
5612,indicates
9492,kit
1000,themselves
6647,tag
4235,contribution
677,efforts
120055,computer-assisted
951,computer
2755,pieces
215,same
4111,reconstruction
6616,genre
223,number
460,order
9591,entries
85017,vocabularies
50680,utterances
30477,formalized
42650,captions
2599,studied
7145,choosing
2247,returning
131,through
34757,viz
104406,ccg
13951,anatomy
78543,atn
20569,analogy
23785,interdisciplinary
1232,experts
810,relations
95008,leverages
385,along
2648,repeatedly
17632,establishes
75876,non-english
198,public
77,some
53275,multidimensional
4316,executed
501,community
6118,segment
89493,extractor
277067,pushdown
6941,proceeds
215617,multi-component
3540,contain
15562,discourse
18253,queries
3595,preliminary
1666,gets
2282,unable
9351,disambiguation
5697,accurate
4417,crossed
15117,illustrates
73,than
166051,intractability
69935,open-ended
3047,factor
29624,latent
531,across
2047,feature
104214,compactly
2563,negative
5424,recordings
205731,black-box
2021,intended
25514,modelling
105,during
8205,conclusions
665,2000
1079,terms
6933,i.
11611,refined
156711,coarse-grained
362,head
17823,geometric
1876,safe
41079,aligning
3349,performing
10956,posing
1433,impact
83623,discursive
6180,proceed
5593,maintains
327109,concordances
578,keep
5862,representation
1678,35
4074,acquisition
9743,enabling
376,although
610,field
1524,resolution
5002,situations
48,one
32446,retrieving
1722,shown
81572,classifier
1864,c
5562,notion
6260,boundary
38994,interacts
1354,speaking
214745,sstc
5089,designs
380591,memorisation
16771,relevance
6137,whereas
3831,p.
1003,itself
25892,synonym
7484,distinction
2544,favor
16637,token
599,minutes
25472,attaining
112,states
16406,mileage
12750,modifications
6,in
22953,lattice
21657,exploratory
2044,location
2569,pair
5617,genetic
12155,sketch
12721,constituents
9937,3d
4745,suffer
3437,dealing
2590,possibly
13958,mercer
2801,multiple
281,series
125283,occam
94235,73.1
64305,ontological
10633,inevitably
5324,efficiency
1307,paper
101955,classifiers
2505,electronic
8674,bare
3659,commonly
1761,sri
17754,outward
36767,articulation
5194,delays
2482,engineering
30430,cyclic
10269,variant
824,hope
53958,parsing
733,believe
54623,inductive
21899,ogden
7379,usage
2489,knowledge
14600,probing
21530,efficacy
5217,determination
28804,redefine
5863,sample
7069,designers
21829,intersections
1757,identified
1643,saudi
18871,unseen
8010,persistent
4832,user
7332,evaluation
1073,raised
151058,formalising
8134,employs
3295,discussion
6516,creates
21681,repository
16641,induction
1789,performed
111,where
8067,responses
9971,handles
7301,sheffield
2571,drawn
19581,subjective
12792,intriguing
806,study
6828,layer
24943,bridging
7434,intend
2280,code
49106,quantified
10140,grounded
3529,methods
11544,accurately
1672,survey
41011,hands-on
0,the
5261,enhance
202056,aretz
12977,scheduling
85490,86.6
36440,biases
7088,suitable
6122,experimental
18231,assembling
2116,helping
9565,strings
1395,character
83561,automating
391397,non-parallel
390,must
1311,confirmed
3337,easier
2498,pilot
80743,categorizing
29636,directional
2229,library
1488,target
29188,hierarchical
189795,disambiguate
109984,salience
17715,systemic
9338,kumar
49540,repositories
7048,displays
9711,predicting
1901,talking
